# Unicode UTS#39 confusables.txt 17.0.0, folded to Arabic, plus disarm cross-script additions (#336). Generated by scripts/gen_confusables.py - see docs/provenance.md.
1EE85	\u{0648}
1EE86	\u{0632}
1EE87	\u{062D}
1EE88	\u{0637}
1EE89	\u{0649}
1EE8B	\u{0644}
1EE8C	\u{0645}
1EE8D	\u{0646}
1EE8E	\u{0633}
1EE8F	\u{0639}
1EE90	\u{0641}
1EE91	\u{0635}
1EE92	\u{0642}
1EE93	\u{0631}
1EE94	\u{0633}
1EE95	\u{062A}
1EE96	\u{0649}
1EE97	\u{062E}
1EE98	\u{0630}
1EE99	\u{0636}
1EE9A	\u{0638}
1EE9B	\u{063A}
1EEA1	\u{0628}
1EEA2	\u{062C}
1EEA3	\u{062F}
1EEA5	\u{0648}
1EEA6	\u{0632}
1EEA7	\u{062D}
1EEA8	\u{0637}
1EEA9	\u{0649}
1EEAB	\u{0644}
1EEAC	\u{0645}
1EEAD	\u{0646}
1EEAE	\u{0633}
1EEAF	\u{0639}
1EEB0	\u{0641}
1EEB1	\u{0635}
1EEB2	\u{0642}
1EEB3	\u{0631}
1EEB4	\u{0633}
1EEB5	\u{062A}
1EEB6	\u{0649}
1EEB7	\u{062E}
1EEB8	\u{0630}
1EEB9	\u{0636}
1EEBA	\u{0638}
1EEBB	\u{063A}
1FBF1	1
