# UAX #9 strong bidi direction (start	end	class, inclusive, hex).
#
# `L` = Bidi_Class L. `R` = Bidi_Class R or AL. Everything else is absent:
# EN/AN digits, whitespace, the neutrals and the explicit formatting controls
# have no strong direction of their own, which is what `strong_dir` returns for
# a code point this table does not cover.
#
# `strong_dir` previously resolved direction from a five-name script list, so
# 1,786 of 3,018 assigned R/AL code points were bidi-neutral to disarm while
# reordering normally on screen (#773).
#
# Unicode 17.0.0, generated by CPython 3.15.0a1.
# Regenerate: uv run --python 3.15 python scripts/gen_bidi_ranges.py
1D6A8	1D6C0	L
1D6C2	1D6DA	L
1D6DC	1D6FA	L
1D6FC	1D714	L
1D716	1D734	L
1D736	1D74E	L
1D750	1D76E	L
1D770	1D788	L
1D78A	1D7A8	L
1D7AA	1D7C2	L
1D7C4	1D7CB	L
1D800	1D9FF	L
1DA37	1DA3A	L
1DA6D	1DA74	L
1DA76	1DA83	L
1DA85	1DA8B	L
1DF00	1DF1E	L
1DF25	1DF2A	L
1E030	1E06D	L
1E100	1E12C	L
1E137	1E13D	L
1E140	1E149	L
1E14E	1E14F	L
1E290	1E2AD	L
1E2C0	1E2EB	L
1E2F0	1E2F9	L
1E4D0	1E4EB	L
1E4F0	1E4F9	L
1E5D0	1E5ED	L
1E5F0	1E5FA	L
1E5FF	1E5FF	L
1E6C0	1E6DE	L
1E6E0	1E6E2	L
1E6E4	1E6E5	L
1E6E7	1E6ED	L
1E6F0	1E6F4	L
1E6FE	1E6FF	L
1E7E0	1E7E6	L
1E7E8	1E7EB	L
1E7ED	1E7EE	L
1E7F0	1E7FE	L
1E800	1E8C4	R
1E8C7	1E8CF	R
1E900	1E943	R
1E94B	1E94B	R
1E950	1E959	R
1E95E	1E95F	R
1EC71	1ECB4	R
1ED01	1ED3D	R
1EE00	1EE03	R
1EE05	1EE1F	R
1EE21	1EE22	R
1EE24	1EE24	R
1EE27	1EE27	R
1EE29	1EE32	R
1EE34	1EE37	R
1EE39	1EE39	R
1EE3B	1EE3B	R
1EE42	1EE42	R
1EE47	1EE47	R
1EE49	1EE49	R
1EE4B	1EE4B	R
1EE4D	1EE4F	R
1EE51	1EE52	R
1EE54	1EE54	R
1EE57	1EE57	R
1EE59	1EE59	R
1EE5B	1EE5B	R
1EE5D	1EE5D	R
1EE5F	1EE5F	R
1EE61	1EE62	R
1EE64	1EE64	R
1EE67	1EE6A	R
1EE6C	1EE72	R
1EE74	1EE77	R
1EE79	1EE7C	R
1EE7E	1EE7E	R
1EE80	1EE89	R
1EE8B	1EE9B	R
1EEA1	1EEA3	R
1EEA5	1EEA9	R
1EEAB	1EEBB	R
1F110	1F12E	L
1F130	1F169	L
1F170	1F1AC	L
1F1E6	1F202	L
1F210	1F23B	L
1F240	1F248	L
1F250	1F251	L
20000	2A6DF	L
2A700	2B81D	L
2B820	2CEAD	L
2CEB0	2EBE0	L
2EBF0	2EE5D	L
2F800	2FA1D	L
30000	3134A	L
31350	33479	L
F0000	FFFFD	L
100000	10FFFD	L
